Link,Name,Pos,Year,College,RAS,Alltime
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=6125&ovl=Raiders"">Link</a>",Larry Ned,RB,2002,San Diego State,7.68,6.59
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=5964&ovl=Ravens"">Link</a>",Chester Taylor,RB,2002,Toledo,5.69,4.9
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=6251&ovl=Buccaneers"">Link</a>",Travis Stephens,RB,2002,Tennessee,2.23,1.75
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=5912&ovl=Bears"">Link</a>",Adrian Peterson,RB,2002,Georgia Southern,1.65,1.56
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=5931&ovl=Patriots"">Link</a>",Antwoine Womack,RB,2002,Virginia,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=5973&ovl=Broncos"">Link</a>",Clinton Portis,RB,2002,Miami,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=6047&ovl=Bills"">Link</a>",Jarrett Ferguson,RB,2002,Virginia Tech,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=6084&ovl=Texans"">Link</a>",Jonathan Wells,RB,2002,Ohio State,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=6140&ovl=Lions"">Link</a>",Luke Staley,RB,2002,Brigham Young,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=6171&ovl=Packers"">Link</a>",Najeh Davenport,RB,2002,Miami,,
