Link,Name,Pos,Year,College,RAS,Alltime
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=9080&ovl=Vikings"">Link</a>",Mickey Shuler,TE,2010,Penn State,9.95,9.92
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8928&ovl=Rams"">Link</a>",Fendi Onobun,TE,2010,Houston,9.74,9.82
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8982&ovl=Saints"">Link</a>",Jimmy Graham,TE,2010,Miami,9.64,9.75
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8954&ovl=Seahawks"">Link</a>",Jameson Konz,TE,2010,Kent State,9.38,9.59
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=9133&ovl=Patriots"">Link</a>",Rob Gronkowski,TE,2010,Arizona,9.33,9.52
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8908&ovl=Texans"">Link</a>",Dorin Dickerson,TE,2010,Pittsburgh,8.93,9.23
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8892&ovl=Ravens"">Link</a>",Dennis Pitta,TE,2010,Brigham Young,9.05,8.94
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8974&ovl=Bengals"">Link</a>",Jermaine Gresham,TE,2010,Oklahoma,8.79,8.74
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8770&ovl=Patriots"">Link</a>",Aaron Hernandez,TE,2010,Florida,8.36,8.15
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8818&ovl=Colts"">Link</a>",Brody Eldridge,TE,2010,Oklahoma,8.07,7.91
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8790&ovl=Seahawks"">Link</a>",Anthony McCoy,TE,2010,Southern California,7.5,7.25
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8980&ovl=Cardinals"">Link</a>",Jim Dray,TE,2010,Stanford,7.33,7.18
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8913&ovl=Ravens"">Link</a>",Ed Dickson,TE,2010,Oregon,7.43,7.06
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=9193&ovl=Chiefs"">Link</a>",Tony Moeaki,TE,2010,Iowa,7,7.01
