Link,Name,Pos,Year,College,RAS,Alltime
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7660&ovl=49ers"">Link</a>",Vernon Davis,TE,2006,Maryland,9.94,9.96
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7498&ovl=Rams"">Link</a>",Joe Klopfenstein,TE,2006,Colorado,9.65,9.5
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7649&ovl=Broncos"">Link</a>",Tony Scheffler,TE,2006,Western Michigan,9.59,9.37
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7582&ovl=Texans"">Link</a>",Owen Daniels,TE,2006,Wisconsin,9.47,9.28
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7539&ovl=Cardinals"">Link</a>",Leonard Pope,TE,2006,Georgia,9.18,8.9
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7328&ovl=Cowboys"">Link</a>",Anthony Fasano,TE,2006,Notre Dame,8.91,8.51
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7410&ovl=Patriots"">Link</a>",David Thomas,TE,2006,Texas,8.29,7.98
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7592&ovl=Ravens"">Link</a>",Quinn Sypniewski,TE,2006,Colorado,8.56,7.88
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7542&ovl=Jaguars"">Link</a>",Marcedes Lewis,TE,2006,UCLA,8.35,7.61
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7487&ovl=Panthers"">Link</a>",Jeff King,TE,2006,Virginia Tech,7.85,6.94
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7417&ovl=49ers"">Link</a>",Delanie Walker,TE,2006,Central Missouri,7.26,6.71
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7641&ovl=Buccaneers"">Link</a>",Tim Massaquoi,TE,2006,Michigan,6.74,6.17
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7430&ovl=Rams"">Link</a>",Dominique Byrd,TE,2006,Southern California,6.44,5.85
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7630&ovl=Buccaneers"">Link</a>",T.J. Williams,TE,2006,North Carolina State,6.94,5.71
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7367&ovl=Steelers"">Link</a>",Charles Davis,TE,2006,Purdue,6.32,5.24
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7482&ovl=Jets"">Link</a>",Jason Pociask,TE,2006,Wisconsin,6.47,5.21
