year,player,pff_id,rush_grade,rec_grade
2022,Kendrick Bourne,19,,67.8
2022,Nick Westbrook-Ikhine,31,,57.9
2022,Jeff Wilson Jr.,17,,48.4
2022,Cameron Brate,30,,54.5
2022,Justin Watson,16,,53.8
2022,Jamal Agnew,15,,64.1
2022,Rashid Shaheed,20,,78.6
2022,Mo Alie-Cox,14,,48
2022,Eric Saubert,10,,49
2022,Chase Edmonds,10,,36.1
2022,Johnny Mundt,18,,56.9
2022,Damiere Byrd,2,,66.2
2022,Adam Trautman,20,,69.2
2022,Keelan Cole Sr.,23,,49.5
2022,Marcus Johnson,21,,54.7
2022,MyCole Pruitt,2,,80.9
2022,Darrell Henderson,15,,49.6
2022,Ashton Dulin,14,,69.6
2022,KhaDarel Hodge,2,,76.4
2022,Michael Bandy,27,,53.2
2022,Donald Parham Jr.,27,,82.2
2022,David Sills V,21,,59.8
2022,James Proche II,3,,52.4
2022,Tanner Hudson,21,,59.8
2022,Jody Fortson,16,,62.7
2022,Avery Williams,2,,66.5
2022,Anthony Firkser,2,,58.7
2022,Tom Kennedy,11,,62.8
2022,Shane Zylstra,11,,55.2
2022,James Robinson,22,,57.5
2022,Taysom Hill,20,,52.2
2022,Parker Hesse,2,,55.7
2022,Dan Arnold,15,,66.5
2022,Michael Woods II,8,,53.4
2022,Montrell Washington,10,,48.4
2022,Craig Reynolds,11,,69.5
2022,Mike Thomas,7,,47.4
2022,Mike Strachan,14,,60.1
2022,Chris Myarick,21,,61.6
2022,Chris Manhertz,15,,38.9
2022,Cade Johnson,29,,60.9
2022,Jake Kumerow,4,,62.8
2022,Pierre Strong Jr.,19,,67.4
2022,Gunner Olszewski,25,,54.5
2022,Dennis Houston,9,,54.7
2022,Armani Rogers,32,,65.3
2022,Ross Dwelley,28,,62.9
2022,Stone Smartt,27,,54
2022,Demetric Felton Jr.,8,,51.9
2022,David Johnson,20,,69.9
2022,Lance McCutcheon,26,,47.4
2022,Jesper Horsted,23,,57.1
2022,Ihmir Smith-Marsette,16,,42.1
2022,Dareke Young,29,,60.6
2022,Nsimba Webster,6,,48.2
2022,John Brown,4,,62.7
2022,Ben Ellefson,18,,89.5
2022,Julius Chestnut,31,,71.6
2022,Jaelon Darden,8,,57.2
2022,Tanner Conner,17,,29.3
2022,Deonte Harty,20,,49.3
2022,Jason Moore,27,,50.3
2022,Godwin Igwebuike,29,,65.4
2022,Tyron Billy-Johnson,13,,53.6
2022,Kirk Merritt,20,,55.3
2022,Mason Kinsey,31,,55.9
2022,Cody White,25,,61
2022,Hunter Long,17,,57.2
2022,Marcus Kemp,16,,61
2022,C.J. Board,31,,54.6
2023,Adam Thielen,5,,75.3
2023,Cooper Kupp,26,,71.1
2023,Dallas Goedert,24,,67.7
2023,Gabe Davis,4,,68.7
2023,Logan Thomas,32,,56.1
2023,Rashid Shaheed,20,,69.4
2023,Austin Ekeler,27,,57.4
2023,DJ Chark Jr.,5,,60
2023,Justin Watson,16,,61.6
2023,Joshua Palmer,27,,67.6
2023,Christian Watson,12,,70.3
2023,Kendrick Bourne,19,,69.7
2023,Tanner Hudson,7,,72.5
2023,Tucker Kraft,12,,65.1
2023,Kalif Raymond,11,,75.8
2023,Nick Westbrook-Ikhine,31,,61.9
2023,Donald Parham Jr.,27,,64
2023,Taysom Hill,20,,66.4
2023,Xavier Gipson,22,,56.5
2023,Jaleel McLaughlin,10,,85.2
2023,Adam Trautman,10,,49.2
2023,Jerick McKinnon,16,,69.1
2023,John Metchie III,13,,58.6
2023,Andrei Iosivas,7,,62.1
2023,KhaDarel Hodge,2,,64.9
2023,Johnny Mundt,18,,72.5
2023,Deonte Harty,4,,69.7
2023,Mo Alie-Cox,14,,58.4
2023,Dalvin Cook,3,,62.4
2023,Chase Edmonds,30,,54.6
2023,Jamal Agnew,15,,62.5
2023,Jeff Wilson Jr.,17,,50
2023,Andrew Ogletree,14,,62.3
2023,Stone Smartt,27,,50.9
2023,Robert Tonyan,6,,54.9
2023,MyCole Pruitt,2,,76.7
2023,Keelan Doss,27,,52.5
2023,David Moore,30,,75
2023,Marvin Jones Jr.,11,,44.3
2023,Mike Boone,13,,51.3
2023,Julian Hill,17,,46.2
2023,Pierre Strong Jr.,8,,49.1
2023,D.J. Montgomery,14,,58.4
2023,Emanuel Wilson,12,,66.3
2023,DeAndre Carter,23,,50.4
2023,Craig Reynolds,11,,69.9
2023,James Proche II,8,,49.7
2023,La'Mical Perine,16,,48.3
2023,Keaontay Ingram,16,,55
2023,Malik Taylor,22,,51.6
2023,Chris Manhertz,10,,44.2
2023,Eric Saubert,13,,45.5
2023,Kevin Rader,31,,33.4
2023,Mike Strachan,5,,55.7
2023,Willie Snead IV,28,,59
2023,David Wells,30,,37.8
2023,Colton Dowell,31,,54.6
2023,Rodney Williams,25,,33
2023,JaMycal Hasty,19,,57.6
2023,Elijah Dotson,27,,62.7
2023,Damiere Byrd,2,,52
2023,Gunner Olszewski,21,,36.7
2023,Jesper Horsted,23,,56
2023,Mason Kinsey,31,,58.1
2023,Ross Dwelley,28,,58.2
2023,James Robinson,12,,63.1
2023,Anthony Firkser,11,,52.3
2023,Andy Isabella,4,,54.4
2024,Cooper Kupp,26,,72.3
2024,Tucker Kraft,12,,71.0
2024,Joshua Palmer,27,,68.3
2024,Dallas Goedert,24,,73.9
2024,Adam Thielen,5,,76.5
2024,Andrei Iosivas,7,,54.3
2024,Nick Westbrook-Ikhine,31,,63.7
2024,David Moore,5,,64.0
2024,Christian Watson,12,,71.3
2024,Austin Ekeler,32,,79.2
2024,John Metchie III,13,,60.2
2024,Jalen Coker,5,,73.8
2024,Gabe Davis,15,,54.6
2024,Rashid Shaheed,20,,69.2
2024,Kendrick Bourne,19,,62.7
2024,Justin Watson,16,,51.7
2024,Taysom Hill,20,,65.9
2024,Johnny Mundt,18,,58.6
2024,Jaleel McLaughlin,10,,51.3
2024,Kalif Raymond,11,,70.8
2024,Mason Tipton,20,,47.6
2024,Tanner Hudson,7,,66.8
2024,Mo Alie-Cox,14,,58.0
2024,Pierre Strong Jr.,8,,48.5
2024,Kevin Austin Jr.,20,,57.6
2024,Adam Trautman,10,,54.1
2024,Ryan Miller,30,,58.5
2024,Stone Smartt,27,,71.1
2024,Julian Hill,17,,42.2
2024,Michael Woods II,8,,49.2
2024,K.J. Osborn,32,,51.9
2024,Emanuel Wilson,12,,63.4
2024,Ryan Flournoy,9,,62.1
2024,Eric Saubert,28,,49.1
2024,Andrew Ogletree,14,,58.5
2024,DeAndre Carter,6,,56.5
2024,DJ Chark Jr.,27,,53.4
2024,Isaiah Davis,22,,73.8
2024,KhaDarel Hodge,2,,64.5
2024,MyCole Pruitt,25,,52.0
2024,Greg Dulcich,21,,42.6
2024,Xavier Gipson,22,,49.9
2024,Ashton Dulin,14,,55.6
2024,Craig Reynolds,11,,59.8
2024,Cam Grandy,7,,71.0
2024,Laviska Shenault Jr.,27,,60.3
2024,Chris Manhertz,21,,66.3
2024,Tanner Conner,17,,53.4
2024,Kristian Wilkerson,23,,63.3
2024,Jeff Wilson Jr.,17,,52.0
2024,Feleipe Franks,5,,60.9
2024,Jack Stoll,17,,46.1
2024,James Proche II,8,,66.8
2024,Cody White,29,,66.8
2024,Isaiah Williams,7,,56.7
2024,Ramel Keyton,23,,57.3
2024,Julius Chestnut,31,,53.8
2024,Sione Vaki,11,,81.7
2024,Jared Wayne,13,,47.1
2024,Chris Collier,23,,58.5
2024,Chris Blair,2,,66.2
2024,Mason Kinsey,31,,49.4
2024,Jody Fortson,16,,51.5
2024,Xavier Smith,26,,67.9
2024,Terrell Jennings,19,,52.3
2024,Kameron Johnson,30,,44.6
2024,Jaelon Darden,29,,54.8
2024,Steven Sims,3,,55.7
2024,Zach Davidson,4,,51.1
2024,Shane Zylstra,11,,50.5
2024,Irv Smith Jr.,13,,43.9
2024,Ross Dwelley,2,,52.3
2024,Dareke Young,29,,57.2
2024,Tom Kennedy,11,,54.4
